/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_128/01_01_128_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_128.wav 1.0 0.0 0.5
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_129/01_01_129_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_129.wav 1.5 0.75 1.0
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_130/01_01_130_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_130.wav 1.0 0.5 1.0
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_131/01_01_131_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_131.wav 0.5 0.0 0.0
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_132/01_01_132_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_132.wav 0.5 0.75 0.0
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_133/01_01_133_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_133.wav 1.0 0.5 1.0
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_134/01_01_134_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_134.wav 1.0 0.5 0.5
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_135/01_01_135_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_135.wav 0.5 0.5 0.5
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_136/01_01_136_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_136.wav 1.5 0.5 1.0
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_137/01_01_137_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_137.wav 1.0 0.0 1.0
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_138/01_01_138_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_138.wav 1.5 0.5 0.5
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_139/01_01_139_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_139.wav 1.0 0.75 1.0
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_140/01_01_140_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_140.wav 1.0 0.5 0.5
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_141/01_01_141_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_141.wav 1.0 0.5 1.0
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_142/01_01_142_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_142.wav 0.5 0.5 0.5
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_143/01_01_143_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_143.wav 1.0 0.5 1.0
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_144/01_01_144_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_144.wav 1.0 0.25 1.0
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_145/01_01_145_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_145.wav 1.0 0.25 1.0
/share/home/sunlicai/AC/Dataset/Werewolf-XL/openface/01_01_146/01_01_146_aligned /share/home/sunlicai/AC/Dataset/Werewolf-XL/audio_16k/01_01_146.wav 1.0 0.75 1.0
